TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA
AALR3;10,20;0,85;65,05;0,93;0,46;24,40;10,06;1,77;11,45;16,84;5,39;0,44;1,15;-85,25;-0,60;0,98;1,43;0,71;4,36;0,49;0,51;0,40;8,93;;5.231.393,18
ABCB4;14,00;7,50;6,24;0,76;0,06;4,20;2,22;8,62;24,19;24,19;;;0,54;105,14;-0,22;1,00;12,10;1,00;;0,08;0,92;0,12;0,06;5,06;10.578.054,58
ABEV3;12,55;3,91;18,54;2,74;1,74;57,74;28,59;20,26;13,14;12,49;-0,65;-0,14;3,76;33,65;-2,39;1,23;14,77;9,37;19,35;0,63;0,37;0,46;2,40;-1,10;348.133.814,75
ADHM3;2,34;;-2,84;-0,89;73,13;100,00;-13.548,48;-18.860,61;-3,96;-3,96;0,00;;536,26;-0,99;-80,81;0,00;31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;434.553,75
AFLT3;8,16;1,29;20,82;2,34;2,23;64,59;63,12;63,86;21,06;18,74;-2,32;-0,26;13,29;6,62;-3,44;23,21;11,23;10,71;10,08;0,95;0,05;0,17;7,09;14,86;42.725,77
AGRO3;19,90;4,67;13,80;1,12;0,64;35,39;26,42;17,94;9,37;13,51;4,14;0,49;2,48;4,53;-0,90;1,96;8,12;4,63;6,97;0,57;0,43;0,26;8,20;-0,42;3.228.745,00
AHEB3;19,99;;-6,73;6,28;0,65;28,11;-15,63;-16,95;-7,29;;1,16;-1,00;1,14;-9,78;-0,77;0,71;-93,28;-9,67;-86,06;0,10;0,90;0,57;-10,01;;4.766,00
AHEB5;19,95;;-6,71;6,26;0,65;28,11;-15,63;-16,95;-7,28;;1,16;-1,00;1,14;-9,76;-0,77;0,71;-93,28;-9,67;-86,06;0,10;0,90;0,57;-10,01;;2.899,50
AHEB6;80,00;;-26,92;25,11;2,60;28,11;-15,63;-16,95;-29,18;;1,16;-1,00;4,56;-39,15;-3,10;0,71;-93,28;-9,67;-86,06;0,10;0,90;0,57;-10,01;;
ALPA3;21,25;0,24;52,25;4,36;2,38;51,19;8,15;6,80;43,56;46,21;-1,11;-0,11;3,55;9,24;-5,73;1,79;8,35;4,55;6,00;0,55;0,45;0,67;-1,67;-0,30;49.446,97
ALPA4;25,02;0,22;61,52;5,14;2,80;51,19;8,15;6,80;51,29;46,21;-1,11;-0,11;4,18;10,88;-6,75;1,79;8,35;4,55;6,00;0,55;0,45;0,67;-1,67;-0,30;56.206.802,95
ALPK3;9,50;;;3,11;0,75;;;;;;;2,46;;-7,28;-0,83;0,50;0,00;0,00;;0,24;0,76;0,00;;;9.774.197,09
ALSC3;27,75;;36,58;2,15;1,20;75,71;65,32;29,30;16,41;14,85;-1,56;-0,20;10,72;9,41;-1,43;5,39;5,88;3,29;11,21;0,56;0,44;0,11;1,42;-6,67;
ALSO3;25,55;;53,92;0,89;0,62;71,07;39,35;14,34;19,65;15,39;-4,26;-0,19;7,73;4,42;-0,74;9,03;1,65;1,15;3,72;0,70;0,30;0,08;17,55;-22,61;68.854.364,95
ALUP11;24,87;2,77;4,44;0,97;0,38;53,72;53,24;35,74;2,98;4,88;1,90;0,62;1,59;2,17;-0,52;2,61;21,77;8,47;11,83;0,39;0,61;0,24;25,19;23,51;20.484.908,33
ALUP3;9,98;2,30;5,35;1,16;0,45;53,72;53,24;35,74;3,59;4,88;1,90;0,62;1,91;2,61;-0,63;2,61;21,77;8,47;11,83;0,39;0,61;0,24;25,19;23,51;270.274,03
ALUP4;7,47;3,08;4,00;0,87;0,34;53,72;53,24;35,74;2,69;4,88;1,90;0,62;1,43;1,96;-0,47;2,61;21,77;8,47;11,83;0,39;0,61;0,24;25,19;23,51;178.025,30
AMAR3;7,59;;-11,12;1,50;581,04;45,06;-0,34;-6,27;-205,92;-309,71;-103,79;0,76;0,70;2,48;-1,27;1,76;-13,49;-5.225,39;-1,33;387,34;612,66;833,08;-1,85;;51.541.970,08
ANDG3B;153,00;;318,25;11,82;10,00;47,12;179,06;45,82;81,43;41,65;0,93;0,13;145,82;-134,40;-10,27;0,26;3,71;3,14;12,68;0,85;0,15;0,07;19,77;-21,98;
ANDG4B;0,00;;0,00;0,00;0,00;47,12;179,06;45,82;0,00;41,65;0,93;0,13;0,00;0,00;0,00;0,26;3,71;3,14;12,68;0,85;0,15;0,07;19,77;-21,98;
ANIM3;21,93;;-36,63;1,46;0,73;44,54;5,91;-5,37;33,29;37,28;3,99;0,18;1,97;2,58;-1,17;3,81;-4,00;-1,98;2,39;0,50;0,50;0,37;7,19;;15.359.275,40
APER3;19,09;;-98,90;1,24;0,83;100,00;-2,57;-2,36;-90,67;-57,89;32,78;-0,45;2,33;3,44;-1,37;2,61;-1,26;-0,84;-1,38;0,67;0,33;0,36;-13,74;;793.295,08
APTI3;0,00;;0,00;0,00;0,00;40,52;1,16;-19,35;0,00;139,08;61,64;0,15;0,00;0,00;0,00;1,05;-3,95;-2,14;-0,75;0,54;0,46;0,11;-7,21;;
APTI4;3.500,00;;-6,96;0,28;0,15;40,52;1,16;-19,35;116,64;139,08;61,64;0,15;1,35;20,61;-0,18;1,05;-3,95;-2,14;-0,75;0,54;0,46;0,11;-7,21;;
ARZZ3;42,10;1,37;23,22;5,07;2,01;46,23;13,74;9,83;16,62;16,60;-0,01;0,00;2,28;4,86;-7,84;2,26;21,82;8,65;13,02;0,40;0,60;0,88;8,43;6,26;24.370.458,38
ATMP3;5,00;;-0,28;-0,71;0,09;-17,07;-29,80;-48,96;-0,46;-1,97;-1,51;;0,14;-0,50;-0,11;0,49;255,17;-32,62;-102,93;-0,13;1,13;0,67;-18,47;;141.902,93
ATOM3;1,61;;7,09;3,81;1,80;100,00;20,57;44,32;15,27;9,49;-5,78;-1,44;3,14;1,94;-254,90;15,01;53,70;25,37;22,51;0,47;0,53;0,57;;;184.052,13
AZEV3;3,91;;-0,16;-0,10;0,38;-159,65;-329,52;-533,18;-0,26;-0,61;-0,37;;0,87;-0,13;-0,61;0,11;59,03;-237,00;61,63;-4,02;5,02;0,44;-31,81;;39.435,20
AZEV4;3,50;;-0,15;-0,09;0,34;-159,65;-329,52;-533,18;-0,24;-0,61;-0,37;;0,77;-0,12;-0,55;0,11;59,03;-237,00;61,63;-4,02;5,02;0,44;-31,81;;163.388,80
AZUL4;14,30;;-2,07;-1,87;0,96;-0,78;-11,73;-74,27;-13,12;-27,25;-14,13;;1,54;-2,91;-1,18;0,37;90,10;-46,19;-15,39;-0,51;1,51;0,62;12,83;;226.545.028,13
B3SA3;45,77;3,13;30,09;3,79;2,29;90,59;53,84;44,09;24,64;23,15;-1,50;-0,23;13,27;49,78;-3,22;1,19;12,58;7,61;10,47;0,61;0,39;0,17;24,30;4,25;596.418.175,88
BAHI3;69,60;;-8,47;1,46;0,37;37,60;-21,32;-22,67;-9,01;-8,11;0,90;-0,15;1,92;-5,90;-0,43;0,69;-17,21;-4,38;-13,86;0,25;0,75;0,19;;;70.305,31
BALM3;13,50;6,81;31,55;1,22;0,69;51,76;5,48;2,81;16,17;16,02;2,14;0,16;0,89;2,52;-1,68;1,88;3,88;2,20;2,12;0,57;0,43;0,78;5,91;-22,49;21.941,43
BALM4;9,68;9,50;22,62;0,88;0,50;51,76;5,48;2,81;11,59;16,02;2,14;0,16;0,64;1,81;-1,21;1,88;3,88;2,20;2,12;0,57;0,43;0,78;5,91;-22,49;46.281,53
BAUH4;89,99;0,95;17,50;6,55;3,88;25,27;8,87;14,91;29,40;27,19;-2,21;-0,49;2,61;22,33;-8,66;1,46;37,43;22,18;9,01;0,59;0,41;1,49;9,62;37,22;148.599,00
BAZA3;31,72;12,24;3,42;0,43;0,05;34,43;27,13;18,28;2,30;2,30;;;0,62;-0,17;-0,07;0,57;12,52;1,34;;0,11;0,89;0,07;0,75;2,03;145.390,48
BBAS3;30,90;6,51;5,16;0,87;0,05;13,61;3,41;11,90;18,01;18,01;;;0,61;-0,30;-0,12;0,75;16,80;1,03;;0,06;0,94;0,09;-7,56;3,64;664.540.004,08
BBDC3;17,79;10,62;7,83;1,22;0,13;-2,42;-6,38;22,82;-28,03;-29,03;;;1,79;-1,28;-0,25;0,83;15,55;1,62;;0,10;0,90;0,07;1,64;3,03;108.852.993,43
BBDC4;19,05;10,91;8,39;1,30;0,14;-2,42;-6,38;22,82;-30,02;-29,03;;;1,91;-1,38;-0,26;0,83;15,55;1,62;;0,10;0,90;0,07;1,64;3,03;834.620.992,63
BBML3;0,00;;0,00;0,00;0,00;9,04;4,18;2,26;0,00;6,15;6,15;1,30;0,00;0,00;0,00;1,09;11,38;2,07;4,62;0,18;0,82;0,92;31,59;36,97;
BBRK3;2,20;;-1,13;0,31;0,20;72,37;-53,25;-51,99;-1,10;-0,33;0,77;-0,22;0,59;2,59;-0,26;1,49;-27,32;-17,56;-29,61;0,64;0,36;0,34;-3,93;;537.034,83
BBSE3;25,20;11,15;7,72;8,27;4,32;;;;5,92;5,92;;;;37,04;-8,04;1,34;107,08;55,99;;0,52;0,48;0,00;;9,62;128.130.735,60
BDLL3;24,01;;-0,37;3,05;0,05;-30,98;-156,33;-193,35;-0,45;-2,96;-2,70;18,15;0,71;-0,23;-0,07;0,62;-831,33;-12,49;-35,48;0,02;0,98;0,06;-27,84;;2.401,00
BDLL4;7,00;;-0,11;0,89;0,01;-30,98;-156,33;-193,35;-0,13;-2,96;-2,70;18,15;0,21;-0,07;-0,02;0,62;-831,33;-12,49;-35,48;0,02;0,98;0,06;-27,84;;18.017,37
BEEF3;13,35;;20,34;11,18;0,40;19,26;8,70;1,82;4,24;7,78;3,54;9,32;0,37;1,31;-1,18;1,88;54,99;1,98;11,35;0,04;0,96;1,09;12,45;;112.594.758,55
BEES3;5,37;6,83;7,28;1,09;0,06;37,73;16,09;11,37;5,15;5,15;;;0,83;-0,44;-0,14;0,80;14,97;0,86;;0,06;0,94;0,08;-1,26;6,59;195.482,30
BEES4;5,37;6,43;7,28;1,09;0,06;37,73;16,09;11,37;5,15;5,15;;;0,83;-0,44;-0,14;0,80;14,97;0,86;;0,06;0,94;0,08;-1,26;6,59;39.119,13
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-12,33;-0,28;;0,00;0,00;13,26;6,67;6,42;-1,16;0,96;0,04;0,00;;6,98;
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-12,33;-0,28;;0,00;0,00;13,26;6,67;6,42;-1,16;0,96;0,04;0,00;;6,98;
BGIP3;42,60;4,60;7,79;1,50;0,12;58,34;17,15;12,26;5,57;4,26;;;0,95;-1,91;-0,32;0,91;19,27;1,51;;0,08;0,92;0,12;2,22;25,22;11.762,00
BGIP4;22,57;9,56;4,13;0,80;0,06;58,34;17,15;12,26;2,95;4,26;;;0,51;-1,01;-0,17;0,91;19,27;1,51;;0,08;0,92;0,12;2,22;25,22;40.730,19
BIDI11;33,56;0,53;138,91;3,68;0,76;51,80;0,04;6,49;22.340,25;22.340,25;;;9,01;7,74;-1,96;1,19;2,65;0,54;;0,21;0,79;0,08;11,95;18,54;31.954.121,43
BIDI3;9,75;0,61;121,07;3,21;0,66;51,80;0,04;6,49;19.471,16;22.340,25;;;7,86;6,75;-1,71;1,19;2,65;0,54;;0,21;0,79;0,08;11,95;18,54;2.669.014,28
BIDI4;11,60;0,69;144,04;3,82;0,78;51,80;0,04;6,49;23.165,69;22.340,25;;;9,35;8,03;-2,03;1,19;2,65;0,54;;0,21;0,79;0,08;11,95;18,54;23.008.900,70
BIOM3;16,67;;-16,98;7,52;2,77;20,69;-318,59;-372,35;-19,84;-22,15;-2,31;0,87;63,22;15,63;-4,10;2,21;-44,31;-16,32;-16,17;0,37;0,63;0,04;;;392.824,80
BKBR3;12,16;0,42;-273,28;1,60;0,81;61,65;1,71;-0,36;56,88;61,47;4,59;0,13;0,97;34,92;-1,02;1,12;-0,58;-0,30;1,36;0,51;0,49;0,83;24,74;;17.362.214,10
BMEB3;12,60;4,95;4,71;0,71;0,07;57,90;10,06;6,07;2,84;2,76;;;0,29;0,32;-0,15;1,58;15,02;1,41;;0,09;0,91;0,23;-9,39;1,63;137.862,11
BMEB4;11,60;5,92;4,33;0,65;0,06;57,90;10,06;6,07;2,62;2,76;;;0,26;0,30;-0,14;1,58;15,02;1,41;;0,09;0,91;0,23;-9,39;1,63;123.983,25
